id,name,rarity,description,cost,tags,damage,damageType,attunement,stackable,weightEach,image,shape,container,containerRows,containerCols
instrument_of_the_bards_canaith_mandolin,"Instrument of the Bards, Canaith Mandolin",rare,"An Instrument of the Bards is superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a bard college. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 Psychic damage.",,wondrous_item,,,true,,,,,,,
instrument_of_the_bards_cli_lyre,"Instrument of the Bards, Cli Lyre",rare,"An Instrument of the Bards is superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a bard college. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 Psychic damage.",,wondrous_item|instrument_(lyre),,,true,,,,,,,
instrument_of_the_bards_doss_lute,"Instrument of the Bards, Doss Lute",uncommon,"An Instrument of the Bards is superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a bard college. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 Psychic damage.",,wondrous_item|instrument_(lute),,,true,,,,,,,
instrument_of_the_bards_fochlucan_bandore,"Instrument of the Bards, Fochlucan Bandore",uncommon,"An Instrument of the Bards is superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a bard college. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 Psychic damage.",,wondrous_item|instrument,,,true,,,,,,,
instrument_of_the_bards_mac_fuirmidh_cittern,"Instrument of the Bards, Mac-Fuirmidh Cittern",uncommon,"An Instrument of the Bards is superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a bard college. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 Psychic damage.",,wondrous_item|instrument,,,true,,,,,,,
instrument_of_the_bards_ollamh_harp,"Instrument of the Bards, Ollamh Harp",legendary,"An Instrument of the Bards is superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a bard college. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 Psychic damage.",,wondrous_item,,,true,,,,,,,
ioun_stone,Ioun Stone,common,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_absorption,"Ioun Stone, Absorption",very_rare,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_agility,"Ioun Stone, Agility",very_rare,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_awareness,"Ioun Stone, Awareness",rare,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_fortitude,"Ioun Stone, Fortitude",very_rare,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_greater_absorption,"Ioun Stone, Greater Absorption",legendary,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_insight,"Ioun Stone, Insight",very_rare,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_intellect,"Ioun Stone, Intellect",very_rare,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_leadership,"Ioun Stone, Leadership",very_rare,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_mastery,"Ioun Stone, Mastery",legendary,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_protection,"Ioun Stone, Protection",rare,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_regeneration,"Ioun Stone, Regeneration",legendary,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_reserve,"Ioun Stone, Reserve",rare,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_strength,"Ioun Stone, Strength",very_rare,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
ioun_stone_sustenance,"Ioun Stone, Sustenance",rare,"Roughly marble sized, Ioun Stones are named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun Stones exist, each type a distinct combination of shape and color. When you take a Magic action to toss an Ioun Stone into the air, the stone orbits your head at a distance of 1d3 feet, conferring its benefit to you while doing so.",,wondrous_item,,,true,,,,,,,
iron,Iron,common,Merchants commonly exchange trade goods without using currency.,1sp,trade_good,,,,,1,,,,,
iron_bands_of_bilarro,Iron Bands of Bilarro,rare,"This rusty iron sphere measures 3 inches in diameter and weighs 1 pound. You can take a Magic action to throw the sphere at a Huge or smaller creature you can see within 60 feet of yourself. As the sphere moves through the air, it opens into a tangle of metal bands.",,wondrous_item,,,,,1,,,,,
iron_flask,Iron Flask,legendary,"While holding this brass-stoppered iron flask, you can take a Magic action to target a creature that you can see within 60 feet of yourself. If the flask is empty and the target is native to a plane of existence other than the one you're on, the target must succeed on a DC 17 Wisdom saving throw or be trapped in the flask. If the target has been trapped by the flask before, it has Advantage on the save.",,wondrous_item,,,,,,,,,,
iron_pot,Iron Pot,common,An Iron Pot holds up to 1 gallon.,2gp,adventuring_gear,,,,,10,,,,,
iron_spike,Iron Spike,common,"Iron Spikes come in bundles of ten. As a Utilize action, you can use a blunt object, such as a Light Hammer, to hammer a spike into wood, earth, or a similar material. You can do so to jam a door shut or to then tie a Rope or Chain to the Spike.",1sp,adventuring_gear,,,,,,,,,,
iron_spikes,Iron Spikes,common,"Iron Spikes come in bundles of ten. As a Utilize action, you can use a blunt object, such as a Light Hammer, to hammer a spike into wood, earth, or a similar material. You can do so to jam a door shut or to then tie a Rope or Chain to the Spike.",1gp,adventuring_gear,,,,,5,,,,,
javelin,Javelin,common,,5sp,weapon|simple_weapon|melee_weapon,1d6,piercing,,,2,,,,,
javelin_of_lightning,Javelin of Lightning,uncommon,"Each time you make an attack roll with this magic weapon and hit, you can have it deal Lightning damage instead of Piercing damage. Lightning Bolt. When you throw this weapon at a target no farther than 120 feet from you, you can forgo making a ranged attack roll and instead turn the weapon into a bolt of lightning.",,weapon_(javelin)|simple_weapon|melee_weapon,1d6,piercing,,,2,,,,,
jeweler_s_tools,Jeweler's Tools,common,"Ability: Intelligence Utilize: Discern a gem's value (DC 15) Craft: Arcane Focus, Holy Symbol Artisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency. If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool.",25gp,artisan's_tools,,,,,2,,,,,
jug,Jug,common,A Jug holds up to 1 gallon.,2cp,adventuring_gear,,,,,4,,,,,
keelboat,Keelboat,common,,3000gp,vehicle_(water),"Speed: 1 mphCarrying Capacity: 1/2 ton cargo, 6 passengersCrew 1, AC 15, HP 100, Damage Threshold 10",,,,,,,,,
